,e_class,prep_tweet
14690,1,didn t allow feel emotional depth sorrow
14691,4,feel glad
14692,4,amazing run morning m feel determined past day
14693,5,start feel butterfly stomach body start hot
14694,4,heighten crucial concern pertain expatriate predominantly budgetary area feel useful important fascinating
14695,1,feel deprive travel june weekend getaway plan middle month free concert tuesday random outing
14696,1,not feel cheat deprive
14697,3,feel like kid constantly impressed awesome ant
14698,2,know month feel envious friend have school holiday
14699,1,mean exhaust feel bad time
14700,2,feel cold wet time
14701,1,close friend involve accident pass away instantly go buy new car ask wait home new car
14702,1,m feel discontent comfortable work spiritual life
14703,1,feel
14704,2,feel violent daydream come bet get hand saint costume
14705,1,ve take feel lethargic everyday unlike pregnant previous boy
14706,1,feel defective
14707,4,feel god send distraction determined reach goal
14708,3,discuss freedom economic growth global civil society cudnt help feel amazed fren da philippines dat r happy maintain basic living condition rapid development long freedom touch
14709,1,feel dirty crash car br style background color white color font family georgia times new roman times serif font size px line height
14710,2,know happen feel real feel dangerous don t plan go time soon
14711,3,don t know reason freaky feel disturb funny mood don t
14712,4,bike temperature good wind ya turn feel fabulous mph average think oh yes go today easy
14713,4,go feel giggly
14714,4,m feel glamorous moment sat
14715,5,reckon fair yes queen monarch geographically remove presence appreciate australian feel loyal country community queen
14716,1,feel defeat super overwhelmed stop realize demand season
14717,1,teach young deserve get feel unimportant overemotional attention seek
14718,1,feel shitty right
14719,1,feel sad donna summer dead href http jtwoo
14720,4,ill tell soon m sure talk purchase feel way support
14721,1,guess line feel like damage good m sure fix fixable
14722,1,sit feel defeat
14723,1,admit day yell day not want bed day cuss freak day not want talk feel little numb m afraid people know m ok
14724,0,m excited time feel little nervous
14725,1,m tired unhappy feeling listless unmotivated exhaust
14726,2,feel insincere
14727,1,know disgusting horrify feel dirty
14728,0,want feel shy want fun
14729,5,ve long feel beloved tenderness father
14730,2,feel m getting distracted real
14731,4,know love feel whisper sincere exactly want hear
14732,5,feel sympathy like end story not feel time spend turn
14733,1,pit stomach feeling disappointed
14734,1,feel embarrassed wee crowd gather outside bank
14735,0,m feel terrified fail honestly feel like m overconfident right believe ve good
14736,1,feel href http mohdashif
14737,1,tell feel unloved underappreciated kid
14738,2,feel hate head
14739,1,post feel neglectful not site awhile b
14740,4,feeling heart happy
14741,0,actually feel frightened people right
14742,2,feel like life point time ve fuck people
14743,2,notice feel aggravate joyful feel
14744,4,embrace joy encourage people read blog feel enrich entertain
14745,4,feel mcraven ut sure div class g plusone data size medium datum href http wilcfry
14746,4,love author feel ultimately career job fabulous experience bring lot writing
14747,4,evening having brilliant night fantastic run feel jolly darn good
14748,0,feel frightened frustrated want sleep feel unfinished task need attend wasn t edit article freud s dream irma s injection near completion subsequently post blog
14749,1,feel sorry hear story
14750,4,want help feel special say
14751,3,personally feel amazed manage connect amazingly talented creative people little world dance
14752,2,hardly feel like weekend not fuck
14753,4,feel divine capture moment smile silently save detail treasure chest fill memory know happen lifespan
14754,1,m sit feel disheartened
14755,1,feel like dumb blonde mumble realize alli stand right desperately hope hadn t hear
14756,1,ve feeling ignore
14757,5,feel nostalgic happy restless angry time
14758,1,feel dull
14759,4,feel cooler look gorgeous room
14760,4,kind feel people appreciate sense entertain
14761,4,not know year hold free author promotion feel pretty special writing community author friend trust precious possession
14762,4,feel smart
14763,4,come picture diy twiggy candle holder m feel festive creative
14764,3,boy like girl pretty like smile make feel funny
14765,4,feel virtuous walk library mile away temp
14766,0,m feel like torture teen decide pile neon shizz day
14767,0,trust partner look need relationship feel threaten not control situation obviously
14768,3,currently feel not surprised flip
14769,4,feel smug black toenail virgin despite having run little year
14770,4,feel like time stuff get super depressed wanna
14771,2,feel little bit hostile ex today
14772,1,feel kind dumb say upset strength lose month
14773,4,finally get tired feel like matter smart educate determine go ahead vancouver
14774,1,feel gloomy london fog oppressive tropical heat vacation oregon
14775,2,not hold come feel wish heartless pain away sigh fucking emo live journal
14776,4,feel safe hear know s day like
14777,2,know time m have glass red wine m toss big ol ice cube m feel rebellious swirl glass sniff recommend try thing
14778,4,admit begin feel pretty smug
14779,2,feel torture
14780,5,m feel gracious want bless old tried true family recipe
14781,2,not help feel infuriate leave building
14782,2,m feel agitated reason think coz m confused
14783,1,feel lousy recently
14784,4,feel like rockette feel like m glad
14785,0,feel uptight love thing right
14786,4,feel world expect productive individual sunny day resist tend productive rainy day
14787,4,enjoy give class know answer get feel clever day don t chance play sort thing training session nice spend time new group come day
14788,1,learn talk feeling ve drink get messy
14789,5,know feel sense obligation loyal canada taiwan depend think country
14790,1,know feeling lonely isolate teary state stand
14791,1,feel reject love cause great heartache pain
14792,4,swear release neighbor inner crazy ve cop call block like day week m feel inspire
14793,4,start journey city morning feel pleasant journey plan enjoy moment especially fb friend
14794,4,feel convince twin declare
14795,4,m feel determined
14796,4,feel good choice term reading
14797,4,feel mellow shit swear get touch swear ain t stop swear ain t girl love yeah yeah yeah x
14798,0,visit psychologist year ago take heart say close let know feel uncomfortable etc
14799,2,m unhappy feel irritated yell
14800,1,tired feel lonely come away feel run away
14801,4,m feel extremely blessed pregnant
14802,1,not blame ve spend day feel miserable cry remember realize fault
14803,4,fight weak argument feel important people lose ability listen true album
14804,4,feel divine feminine playing night give heart universe divine masculine god help wake heal
14805,1,ought come stipulation feel sorrowful skeered rupee assert field console allusion massou live
14806,1,frustration sadness hear anger puter invasion life pride financial independence feel pretty lame
14807,4,want different today feeling inside intensely strong
14808,1,feel sorrowful deject word re head damn affect t let want happy
14809,4,t help feel considerate
14810,4,feel thankful happy bless good feeling
14811,2,church service youth feel like m hate know m
14812,4,mean m actually feel productive area quilting sewing not feel lik
14813,1,feel ashamed forget forget
14814,4,feel excited cause mean skip class
14815,4,feel valuable reason time debra drive woodston camp kansas assembly god family camp
14816,4,m feel adventurous fiesty stop compare
14817,2,shut lot end pregnancy feel irritable anxious maybe need bounce normal
14818,4,feeling delicious
14819,4,wonder common girl feel need intelligent
14820,1,feel ungrateful know feel ungrateful hate feel ungrateful hellip don t bit
14821,0,couldn t help feel slightly intimidate
14822,1,feel safe not horrible panicky feeling like nightmare old place not sleep
14823,4,definitely feel like don t spot assure say didn t stress spring training
14824,1,feel like need officially address fucking dumb
14825,2,feel like m make effort not bother anymore
14826,0,feel compassion understand feel insecure
14827,1,don t like share twitter feel s vain thing
14828,1,go wednesday feel slightly regretful not try haggle
14829,1,not feel willfully break routine
14830,1,honestly feel reject
14831,5,try describe experience word feel like try shove tender little baby foot high top small
14832,1,feel wasn t make effort blame active imagination
14833,4,feel good see flop
14834,2,feel particularly hostile shell red shirt today nickey
14835,1,feel lethargic slog work out finish evening popcorn glass pinot gris
14836,2,feel hate don t care
14837,1,feel stressed drive hard route passenger
